ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,SPOT_ID
hsa-miR-4524b-5p,0.682,0.242854,1.29313,-5.032,0.03204505,hsa-miR-4524b-5p,
hsa-miR-6068,0.682,0.243428,-1.29136,-5.034,-0.5516776,hsa-miR-6068,
hsa-miR-548aj-3p,0.682,0.243656,1.290658,-5.035,0.04253987,hsa-miR-548aj-3p,
hsa-miR-6730-3p,0.682,0.243793,1.290236,-5.035,0.0313713,hsa-miR-6730-3p,
hsa-miR-6767-5p,0.682,0.244057,1.289425,-5.036,0.11522071,hsa-miR-6767-5p,
hsa-miR-1273c,0.682,0.244265,-1.288787,-5.037,-0.04838159,hsa-miR-1273c,
hsa-miR-4317,0.682,0.244374,1.288451,-5.037,0.33631052,hsa-miR-4317,
hsa-miR-4758-3p,0.682,0.244506,1.288048,-5.037,0.03500641,hsa-miR-4758-3p,
hsa-miR-3648,0.682,0.244748,-1.287305,-5.038,-0.06854558,hsa-miR-3648,
hsa-miR-3615,0.682,0.245548,-1.284859,-5.041,-0.02716729,hsa-miR-3615,
hsa-miR-517-5p,0.682,0.245649,1.284548,-5.041,0.63220522,hsa-miR-517-5p,
hsa-miR-4781-5p,0.682,0.245864,1.283891,-5.042,0.02786349,hsa-miR-4781-5p,
hsa-miR-28-3p,0.682,0.246156,-1.283002,-5.043,-0.03626258,hsa-miR-28-3p,
hsa-miR-4734,0.682,0.246177,-1.282938,-5.043,-0.03677127,hsa-miR-4734,
hsa-miR-149-3p,0.682,0.246757,-1.281173,-5.045,-0.11262432,hsa-miR-149-3p,
hsa-miR-26a-5p,0.682,0.246877,1.280806,-5.045,0.22266098,hsa-miR-26a-5p,
hsa-miR-8088,0.682,0.247055,-1.280266,-5.045,-0.02097504,hsa-miR-8088,
hsa-miR-3200-3p,0.682,0.247315,-1.279475,-5.046,-0.03959617,hsa-miR-3200-3p,
hsa-miR-518c-5p,0.682,0.248038,1.277283,-5.049,0.75056932,hsa-miR-518c-5p,
hsa-miR-623,0.682,0.248293,-1.27651,-5.049,-0.18449337,hsa-miR-623,
hsa-miR-3184-5p,0.682,0.248386,1.276228,-5.05,0.03835656,hsa-miR-3184-5p,
hsa-miR-8079,0.682,0.248422,-1.276122,-5.05,-0.02676119,hsa-miR-8079,
hsa-miR-4466,0.682,0.248741,-1.275157,-5.051,-0.49009236,hsa-miR-4466,
hsa-miR-1285-5p,0.682,0.24919,-1.273801,-5.052,-0.03386388,hsa-miR-1285-5p,
hsa-miR-6506-5p,0.682,0.249368,1.273264,-5.053,0.0266494,hsa-miR-6506-5p,
hsa-miR-3934-3p,0.682,0.249435,-1.273063,-5.053,-0.05307654,hsa-miR-3934-3p,
hsa-miR-3117-5p,0.682,0.2495,1.272866,-5.053,0.02615819,hsa-miR-3117-5p,
hsa-miR-4797-3p,0.683,0.250077,1.271131,-5.055,0.02615213,hsa-miR-4797-3p,
hsa-miR-3127-3p,0.685,0.251196,1.267772,-5.059,0.03061009,hsa-miR-3127-3p,
hsa-miR-6737-3p,0.685,0.25197,1.265456,-5.061,0.06568938,hsa-miR-6737-3p,
hsa-miR-5089-3p,0.685,0.252146,1.264931,-5.061,0.03581797,hsa-miR-5089-3p,
hsa-miR-1262,0.685,0.252282,-1.264524,-5.062,-0.0316245,hsa-miR-1262,
hsa-miR-323a-5p,0.685,0.252598,-1.263582,-5.063,-0.04010271,hsa-miR-323a-5p,
hsa-miR-8064,0.685,0.252599,-1.263581,-5.063,-0.34027345,hsa-miR-8064,
hsa-miR-4999-5p,0.685,0.252633,1.263479,-5.063,0.04861437,hsa-miR-4999-5p,
hsa-miR-6775-5p,0.685,0.253751,-1.260154,-5.066,-0.34496927,hsa-miR-6775-5p,
hsa-miR-4767,0.685,0.25381,-1.259978,-5.067,-0.06372817,hsa-miR-4767,
hsa-miR-6132,0.685,0.253822,-1.259943,-5.067,-0.18121489,hsa-miR-6132,
hsa-miR-8057,0.685,0.253913,1.259671,-5.067,0.03198451,hsa-miR-8057,
hsa-miR-4285,0.685,0.254083,1.259168,-5.067,0.02912653,hsa-miR-4285,
hsa-miR-659-5p,0.685,0.254299,1.258527,-5.068,0.04173456,hsa-miR-659-5p,
hsa-miR-6090,0.685,0.254465,-1.258038,-5.069,-0.92807604,hsa-miR-6090,
hsa-miR-6086,0.685,0.254885,-1.256793,-5.07,-0.14833806,hsa-miR-6086,
hsa-miR-150-3p,0.685,0.255262,-1.255679,-5.071,-0.35878155,hsa-miR-150-3p,
hsa-miR-548x-3p,0.685,0.255386,1.255313,-5.071,0.03871992,hsa-miR-548x-3p,
hsa-miR-6131,0.685,0.255772,1.254174,-5.073,0.1620435,hsa-miR-6131,
hsa-miR-4525,0.685,0.25588,1.253858,-5.073,0.04972317,hsa-miR-4525,
hsa-miR-376a-5p,0.685,0.256092,1.253232,-5.074,0.34325471,hsa-miR-376a-5p,
hsa-miR-552-3p,0.686,0.256931,1.250763,-5.076,0.03509285,hsa-miR-552-3p,
hsa-miR-183-5p,0.687,0.257293,-1.249703,-5.077,-0.30453272,hsa-miR-183-5p,
hsa-miR-5692c,0.688,0.257913,1.247887,-5.079,0.03170539,hsa-miR-5692c,
hsa-miR-6796-3p,0.688,0.258197,-1.247055,-5.08,-0.02106565,hsa-miR-6796-3p,
hsa-miR-3651,0.688,0.258638,1.245767,-5.081,0.24778345,hsa-miR-3651,
hsa-miR-339-5p,0.688,0.258722,-1.245522,-5.082,-0.04051818,hsa-miR-339-5p,
hsa-miR-7153-5p,0.688,0.259121,1.244357,-5.083,0.02235237,hsa-miR-7153-5p,
hsa-miR-4703-5p,0.688,0.259668,1.242765,-5.084,0.03285054,hsa-miR-4703-5p,
hsa-miR-593-5p,0.688,0.260401,1.240635,-5.087,0.0307101,hsa-miR-593-5p,
hsa-miR-4795-3p,0.688,0.260414,-1.240597,-5.087,-0.03141335,hsa-miR-4795-3p,
hsa-miR-4670-5p,0.688,0.260435,1.240538,-5.087,0.02869784,hsa-miR-4670-5p,
hsa-miR-182-3p,0.688,0.260544,-1.240219,-5.087,-0.02775691,hsa-miR-182-3p,
hsa-miR-6069,0.689,0.261329,-1.237947,-5.089,-0.04652854,hsa-miR-6069,
hsa-miR-1283,0.689,0.26165,1.237017,-5.09,0.03701387,hsa-miR-1283,
hsa-miR-1224-3p,0.689,0.261819,1.23653,-5.091,0.04042202,hsa-miR-1224-3p,
hsa-miR-4781-3p,0.689,0.261826,-1.23651,-5.091,-0.03077363,hsa-miR-4781-3p,
hsa-miR-520h,0.69,0.2634,1.231975,-5.095,0.57188773,hsa-miR-520h,
hsa-miR-6874-3p,0.69,0.2634,1.231975,-5.095,0.02119422,hsa-miR-6874-3p,
hsa-miR-4790-5p,0.69,0.263549,1.231546,-5.096,0.02430662,hsa-miR-4790-5p,
hsa-miR-518a-3p,0.69,0.263662,1.231223,-5.096,0.67683103,hsa-miR-518a-3p,
hsa-miR-3200-5p,0.69,0.264011,-1.230222,-5.097,-0.0586886,hsa-miR-3200-5p,
hsa-miR-4666b,0.69,0.264297,1.229401,-5.098,0.04160883,hsa-miR-4666b,
hsa-miR-6809-5p,0.69,0.264965,-1.227489,-5.1,-0.15186872,hsa-miR-6809-5p,
hsa-miR-340-5p,0.69,0.265255,-1.226662,-5.101,-0.2504192,hsa-miR-340-5p,
hsa-miR-1910-5p,0.69,0.265523,-1.225894,-5.102,-0.03190756,hsa-miR-1910-5p,
hsa-miR-2467-5p,0.69,0.265779,1.225166,-5.102,0.03217018,hsa-miR-2467-5p,
hsa-miR-4674,0.69,0.266246,-1.223834,-5.104,-0.02994723,hsa-miR-4674,
hsa-miR-371a-3p,0.69,0.26658,1.222886,-5.105,0.24426068,hsa-miR-371a-3p,
hsa-miR-4657,0.69,0.266913,1.221937,-5.106,0.0558476,hsa-miR-4657,
hsa-miR-6880-3p,0.69,0.26714,1.221294,-5.106,0.03719094,hsa-miR-6880-3p,
mr_1,0.69,0.267333,1.220746,-5.107,0.1451441,,mr_1
hsa-miR-376b-3p,0.69,0.267426,1.220481,-5.107,0.45851061,hsa-miR-376b-3p,
hsa-miR-543,0.69,0.26781,1.219393,-5.108,0.53548443,hsa-miR-543,
hsa-miR-6796-5p,0.69,0.267992,-1.218879,-5.109,-0.07514694,hsa-miR-6796-5p,
hsa-miR-651-3p,0.69,0.268084,1.218617,-5.109,0.03610138,hsa-miR-651-3p,
hsa-miR-24-2-5p,0.69,0.269032,1.21594,-5.112,0.06458912,hsa-miR-24-2-5p,
hsa-miR-4507,0.69,0.269056,-1.215871,-5.112,-0.30203017,hsa-miR-4507,
hsa-miR-4699-3p,0.69,0.26919,1.215495,-5.112,0.02959702,hsa-miR-4699-3p,
hsa-miR-6861-5p,0.69,0.269217,-1.215416,-5.112,-0.09749838,hsa-miR-6861-5p,
hsa-miR-410-3p,0.69,0.269429,1.21482,-5.113,0.70831873,hsa-miR-410-3p,
hsa-miR-219a-2-3p,0.69,0.269523,-1.214555,-5.113,-0.03316133,hsa-miR-219a-2-3p,
hsa-miR-641,0.69,0.269841,1.213659,-5.114,0.03739388,hsa-miR-641,
hsa-miR-4274,0.69,0.269856,-1.213617,-5.114,-0.09214708,hsa-miR-4274,
hsa-miR-6864-3p,0.69,0.270347,-1.212239,-5.116,-0.01968127,hsa-miR-6864-3p,
hsa-miR-4323,0.69,0.270571,1.21161,-5.116,0.04948116,hsa-miR-4323,
hsa-miR-4293,0.69,0.270698,1.211253,-5.117,0.04994687,hsa-miR-4293,
hsa-miR-515-5p,0.69,0.270774,1.211039,-5.117,0.72287717,hsa-miR-515-5p,
hsa-miR-6886-5p,0.69,0.271304,-1.209554,-5.118,-0.10667289,hsa-miR-6886-5p,
hsa-miR-381-3p,0.69,0.271323,1.209501,-5.118,0.79475525,hsa-miR-381-3p,
hsa-miR-374a-5p,0.69,0.271654,1.208572,-5.119,0.27263936,hsa-miR-374a-5p,
hsa-miR-1539,0.69,0.271802,1.208158,-5.12,0.03007976,hsa-miR-1539,
hsa-miR-3675-3p,0.69,0.271831,-1.208078,-5.12,-0.05923304,hsa-miR-3675-3p,
hsa-miR-5009-5p,0.69,0.272627,1.205856,-5.122,0.02977339,hsa-miR-5009-5p,
hsa-miR-331-5p,0.69,0.272647,-1.2058,-5.122,-0.03354,hsa-miR-331-5p,
hsa-miR-4706,0.691,0.2731,-1.204538,-5.123,-0.08856526,hsa-miR-4706,
hsa-miR-4535,0.692,0.273805,-1.202575,-5.125,-0.07024728,hsa-miR-4535,
hsa-miR-7156-5p,0.692,0.273935,1.202216,-5.126,0.02970451,hsa-miR-7156-5p,
hsa-miR-6781-3p,0.692,0.274353,-1.201054,-5.127,-0.0298673,hsa-miR-6781-3p,
hsa-miR-4506,0.693,0.275128,1.198908,-5.129,0.05228703,hsa-miR-4506,
hsa-miR-513a-3p,0.693,0.275481,-1.197932,-5.13,-0.03256659,hsa-miR-513a-3p,
hsa-miR-216b-5p,0.693,0.275718,1.197277,-5.131,0.02560901,hsa-miR-216b-5p,
hsa-miR-7106-5p,0.694,0.276118,1.196173,-5.132,0.089665,hsa-miR-7106-5p,
hsa-miR-4802-3p,0.694,0.276366,1.195488,-5.132,0.04000816,hsa-miR-4802-3p,
hsa-miR-1251-5p,0.694,0.277197,-1.193201,-5.135,-0.02260662,hsa-miR-1251-5p,
hsa-miR-1266-3p,0.694,0.277518,1.192319,-5.136,0.02596081,hsa-miR-1266-3p,
hsa-miR-4326,0.694,0.277713,1.191782,-5.136,0.03972606,hsa-miR-4326,
hsa-miR-4637,0.694,0.277779,-1.191602,-5.136,-0.03363784,hsa-miR-4637,
hsa-miR-4685-3p,0.694,0.27815,-1.190583,-5.137,-0.02826035,hsa-miR-4685-3p,
hsa-miR-3975,0.694,0.278239,1.190339,-5.138,0.02925169,hsa-miR-3975,
hsa-miR-378b,0.696,0.279521,-1.186834,-5.141,-0.05539824,hsa-miR-378b,
hsa-miR-1183,0.696,0.279521,-1.186834,-5.141,-0.17604241,hsa-miR-1183,
hsa-miR-548f-3p,0.701,0.281582,-1.181224,-5.147,-0.03924664,hsa-miR-548f-3p,
hsa-miR-1537-5p,0.701,0.282137,1.17972,-5.148,0.01829763,hsa-miR-1537-5p,
hsa-miR-4797-5p,0.701,0.282384,-1.179053,-5.149,-0.03650527,hsa-miR-4797-5p,
hsa-miR-3149,0.701,0.282802,-1.177921,-5.15,-0.04037011,hsa-miR-3149,
hsa-miR-296-5p,0.701,0.283406,-1.176291,-5.152,-0.0981887,hsa-miR-296-5p,
hsa-miR-6832-5p,0.701,0.283687,1.175533,-5.152,0.22219714,hsa-miR-6832-5p,
hsa-miR-3691-3p,0.701,0.283931,1.174876,-5.153,0.02233288,hsa-miR-3691-3p,
hsa-miR-550b-3p,0.701,0.283966,-1.174781,-5.153,-0.03681234,hsa-miR-550b-3p,
hsa-miR-3180-3p,0.701,0.284031,-1.174607,-5.153,-0.07224888,hsa-miR-3180-3p,
hsa-miR-3912-5p,0.702,0.284711,1.172776,-5.155,0.23322287,hsa-miR-3912-5p,
hsa-miR-629-3p,0.702,0.284908,-1.172248,-5.156,-0.06575073,hsa-miR-629-3p,
hsa-miR-2861,0.702,0.285144,-1.171614,-5.156,-0.53102323,hsa-miR-2861,
hsa-miR-4433b-3p,0.702,0.28542,-1.170872,-5.157,-0.09655206,hsa-miR-4433b-3p,
hsa-miR-588,0.704,0.287161,1.166217,-5.162,0.04725828,hsa-miR-588,
hsa-miR-4315,0.704,0.287322,-1.165788,-5.162,-0.03681481,hsa-miR-4315,
hsa-miR-8069,0.704,0.287548,-1.165183,-5.163,-0.28866662,hsa-miR-8069,
hsa-miR-1323,0.704,0.287585,1.165087,-5.163,0.51801324,hsa-miR-1323,
hsa-miR-558,0.704,0.287762,1.164615,-5.163,0.03765893,hsa-miR-558,
hsa-miR-518e-3p,0.706,0.288684,1.162164,-5.166,0.69671919,hsa-miR-518e-3p,
hsa-miR-6507-3p,0.706,0.289508,1.159976,-5.168,0.03556454,hsa-miR-6507-3p,
hsa-miR-4290,0.706,0.289684,1.15951,-5.168,0.01941567,hsa-miR-4290,
hsa-miR-892b,0.706,0.289703,1.159461,-5.168,0.0540904,hsa-miR-892b,
hsa-miR-1208,0.706,0.29,-1.158674,-5.169,-0.0309394,hsa-miR-1208,
hsa-miR-203b-3p,0.707,0.290339,-1.157777,-5.17,-0.03111275,hsa-miR-203b-3p,
hsa-miR-3155b,0.707,0.290599,-1.15709,-5.171,-0.04124446,hsa-miR-3155b,
hsa-miR-3184-3p,0.707,0.29156,-1.154556,-5.173,-0.03532678,hsa-miR-3184-3p,
hsa-miR-1229-3p,0.707,0.291788,1.153956,-5.174,0.01974149,hsa-miR-1229-3p,
hsa-miR-6758-3p,0.707,0.29181,-1.153898,-5.174,-0.03115176,hsa-miR-6758-3p,
hsa-miR-659-3p,0.707,0.292032,-1.153315,-5.174,-0.06734355,hsa-miR-659-3p,
hsa-miR-425-3p,0.707,0.292421,1.152292,-5.175,0.04204833,hsa-miR-425-3p,
hsa-miR-22-5p,0.707,0.292808,-1.151277,-5.176,-0.18180566,hsa-miR-22-5p,
hsa-miR-6757-3p,0.707,0.293109,1.150487,-5.177,0.02206253,hsa-miR-6757-3p,
hsa-miR-369-3p,0.707,0.29319,1.150273,-5.177,0.18894773,hsa-miR-369-3p,
hsa-miR-6849-3p,0.707,0.293456,-1.149577,-5.178,-0.03046814,hsa-miR-6849-3p,
hsa-miR-6812-5p,0.708,0.294047,-1.14803,-5.18,-0.34684567,hsa-miR-6812-5p,
hsa-miR-3138,0.708,0.294241,-1.147523,-5.18,-0.2546081,hsa-miR-3138,
hsa-miR-3142,0.709,0.295889,1.143227,-5.184,0.03048693,hsa-miR-3142,
hsa-miR-4260,0.709,0.295899,-1.143201,-5.184,-0.06124745,hsa-miR-4260,
hsa-miR-7110-5p,0.709,0.296328,-1.142085,-5.186,-0.65597731,hsa-miR-7110-5p,
hsa-miR-216b-3p,0.709,0.296376,1.14196,-5.186,0.02737821,hsa-miR-216b-3p,
hsa-miR-635,0.709,0.29664,1.141274,-5.186,0.03465812,hsa-miR-635,
hsa-miR-7159-3p,0.709,0.296648,1.141254,-5.186,0.03029789,hsa-miR-7159-3p,
hsa-miR-4430,0.709,0.296966,-1.140429,-5.187,-0.18176644,hsa-miR-4430,
hsa-miR-4796-3p,0.709,0.297085,1.140121,-5.187,0.04326101,hsa-miR-4796-3p,
hsa-miR-215-3p,0.709,0.297195,-1.139835,-5.188,-0.01946396,hsa-miR-215-3p,
hsa-miR-4762-3p,0.71,0.297624,1.138726,-5.189,0.03381911,hsa-miR-4762-3p,
hsa-miR-93-5p,0.71,0.298078,1.137552,-5.19,0.26583438,hsa-miR-93-5p,
hsa-miR-4670-3p,0.711,0.298607,1.136184,-5.191,0.03064773,hsa-miR-4670-3p,
hsa-miR-2116-5p,0.713,0.299855,1.132969,-5.194,0.02916394,hsa-miR-2116-5p,
hsa-miR-5692b,0.713,0.300844,1.13043,-5.197,0.03193119,hsa-miR-5692b,
hsa-miR-6825-5p,0.713,0.300854,-1.130403,-5.197,-0.05281265,hsa-miR-6825-5p,
hur_1,0.713,0.301026,1.129961,-5.197,0.07128083,,hur_1
hsa-miR-7151-5p,0.713,0.301328,1.129188,-5.198,0.04086016,hsa-miR-7151-5p,
hsa-miR-6862-3p,0.713,0.301432,1.128921,-5.198,0.03100497,hsa-miR-6862-3p,
hsa-miR-6757-5p,0.714,0.30216,-1.127058,-5.2,-0.24983557,hsa-miR-6757-5p,
hsa-miR-3910,0.715,0.303256,-1.124262,-5.203,-0.0360534,hsa-miR-3910,
hsa-miR-1299,0.715,0.303516,-1.123601,-5.204,-0.05765674,hsa-miR-1299,
hsa-miR-3185,0.715,0.303748,-1.12301,-5.204,-0.10838907,hsa-miR-3185,
hsa-miR-7-1-3p,0.715,0.3039,-1.122623,-5.204,-0.05462455,hsa-miR-7-1-3p,
hsa-miR-6817-5p,0.715,0.304015,1.122332,-5.205,0.06153584,hsa-miR-6817-5p,
hsa-miR-2467-3p,0.717,0.305061,-1.119675,-5.207,-0.04288349,hsa-miR-2467-3p,
hsa-miR-320c,0.719,0.306101,-1.117043,-5.21,-0.24745178,hsa-miR-320c,
hsa-miR-4263,0.719,0.306671,-1.115603,-5.211,-0.02034274,hsa-miR-4263,
hsa-miR-6827-3p,0.719,0.306722,1.115473,-5.211,0.03698665,hsa-miR-6827-3p,
hsa-miR-4421,0.719,0.306783,-1.11532,-5.212,-0.03647536,hsa-miR-4421,
hsa-miR-6820-5p,0.72,0.307474,-1.113578,-5.213,-0.25207443,hsa-miR-6820-5p,
hsa-miR-6875-5p,0.72,0.307994,1.112269,-5.214,0.22974583,hsa-miR-6875-5p,
hsa-miR-3927-3p,0.72,0.30824,1.11165,-5.215,0.0433306,hsa-miR-3927-3p,
hsa-miR-934,0.72,0.308512,1.110969,-5.216,0.08068723,hsa-miR-934,
hsa-miR-8058,0.722,0.309552,1.10836,-5.218,0.04068697,hsa-miR-8058,
hsa-miR-3974,0.723,0.310436,1.106147,-5.22,0.03030884,hsa-miR-3974,
hsa-miR-1914-3p,0.723,0.310526,-1.105923,-5.221,-0.21729753,hsa-miR-1914-3p,
hsa-miR-497-3p,0.723,0.310691,1.105511,-5.221,0.04137513,hsa-miR-497-3p,
hsa-miR-5584-5p,0.723,0.311158,-1.104347,-5.222,-0.04396827,hsa-miR-5584-5p,
hsa-miR-3674,0.723,0.311807,1.10273,-5.224,0.02536585,hsa-miR-3674,
hsa-miR-2277-5p,0.723,0.31186,-1.102596,-5.224,-0.04202159,hsa-miR-2277-5p,
hsa-miR-6762-5p,0.723,0.312452,-1.101126,-5.225,-0.04316108,hsa-miR-6762-5p,
hsa-miR-3917,0.723,0.312647,-1.100641,-5.226,-0.1335982,hsa-miR-3917,
hsa-miR-4782-5p,0.723,0.312782,1.100304,-5.226,0.03405791,hsa-miR-4782-5p,
hsa-miR-1273f,0.723,0.313015,-1.099727,-5.227,-0.20149103,hsa-miR-1273f,
hsa-miR-4742-5p,0.723,0.313072,1.099586,-5.227,0.02899887,hsa-miR-4742-5p,
hsa-miR-8063,0.724,0.313904,-1.097522,-5.229,-0.37590476,hsa-miR-8063,
hsa-miR-6513-3p,0.724,0.313983,-1.097329,-5.229,-0.03677763,hsa-miR-6513-3p,
hsa-miR-4445-5p,0.726,0.315108,1.094547,-5.231,0.04131571,hsa-miR-4445-5p,
hsa-miR-26b-3p,0.729,0.31702,1.089841,-5.236,0.06865968,hsa-miR-26b-3p,
hsa-miR-4287,0.729,0.317316,1.089115,-5.237,0.60190763,hsa-miR-4287,
hsa-miR-940,0.729,0.317523,-1.088605,-5.237,-0.19604379,hsa-miR-940,
hsa-miR-885-3p,0.729,0.318029,-1.087367,-5.238,-0.02439134,hsa-miR-885-3p,
hsa-miR-6745,0.729,0.318967,-1.085071,-5.24,-0.06013848,hsa-miR-6745,
hsa-miR-516a-5p,0.729,0.318981,1.085039,-5.241,0.55056429,hsa-miR-516a-5p,
hsa-miR-412-5p,0.729,0.319128,1.08468,-5.241,0.09338675,hsa-miR-412-5p,
hsa-miR-7852-3p,0.729,0.319179,1.084555,-5.241,0.03155356,hsa-miR-7852-3p,
hsa-miR-19b-1-5p,0.729,0.319183,1.084545,-5.241,0.03256038,hsa-miR-19b-1-5p,
hsa-miR-1255a,0.73,0.3199,1.082796,-5.243,0.02715127,hsa-miR-1255a,
hsa-miR-6126,0.73,0.320509,-1.081312,-5.244,-0.17342522,hsa-miR-6126,
hsa-miR-2682-3p,0.73,0.320536,-1.081248,-5.244,-0.02726661,hsa-miR-2682-3p,
hsa-miR-3139,0.731,0.322858,-1.075613,-5.249,-0.0289031,hsa-miR-3139,
hsa-miR-212-5p,0.731,0.322863,-1.075601,-5.249,-0.02426887,hsa-miR-212-5p,
hsa-miR-1972,0.731,0.322934,-1.075429,-5.25,-0.13015939,hsa-miR-1972,
hsa-miR-582-3p,0.731,0.323167,1.074867,-5.25,0.03360893,hsa-miR-582-3p,
hsa-miR-4632-5p,0.731,0.32326,-1.074642,-5.25,-0.33668249,hsa-miR-4632-5p,
hsa-miR-4754,0.731,0.323315,1.074509,-5.25,0.19908739,hsa-miR-4754,
hsa-miR-4322,0.731,0.323612,-1.073791,-5.251,-0.07541159,hsa-miR-4322,
hsa-miR-7158-3p,0.731,0.323694,1.073593,-5.251,0.03636477,hsa-miR-7158-3p,
hsa-miR-1297,0.731,0.323835,1.073254,-5.252,0.03102964,hsa-miR-1297,
hsa-miR-495-3p,0.731,0.323897,1.073103,-5.252,0.72446343,hsa-miR-495-3p,
hsa-miR-6799-5p,0.731,0.324019,-1.072809,-5.252,-0.08244523,hsa-miR-6799-5p,
hsa-miR-487b-3p,0.731,0.324392,1.071912,-5.253,0.7040469,hsa-miR-487b-3p,
hsa-miR-3664-3p,0.734,0.325956,1.06815,-5.256,0.08245558,hsa-miR-3664-3p,
hsa-miR-663b,0.735,0.326719,-1.066321,-5.258,-0.03216632,hsa-miR-663b,
hsa-miR-518f-5p,0.737,0.327952,1.063371,-5.261,0.61528536,hsa-miR-518f-5p,
hsa-miR-4638-3p,0.737,0.328892,-1.061129,-5.263,-0.03241855,hsa-miR-4638-3p,
hsa-miR-3690,0.737,0.329123,1.060579,-5.264,0.02824395,hsa-miR-3690,
hsa-miR-3605-5p,0.737,0.329206,-1.060382,-5.264,-0.03132769,hsa-miR-3605-5p,
hsa-miR-570-3p,0.737,0.329385,1.059956,-5.264,0.04509295,hsa-miR-570-3p,
hsa-miR-3935,0.737,0.32983,-1.058897,-5.265,-0.03607337,hsa-miR-3935,
hsa-miR-4648,0.737,0.330113,1.058226,-5.266,0.03217787,hsa-miR-4648,
hsa-miR-301b-3p,0.737,0.330174,1.058081,-5.266,0.0621751,hsa-miR-301b-3p,
hsa-miR-6080,0.737,0.330194,-1.058033,-5.266,-0.04220197,hsa-miR-6080,
hsa-miR-6505-5p,0.737,0.330285,-1.057815,-5.266,-0.03476059,hsa-miR-6505-5p,
hsa-miR-548al,0.739,0.331738,1.054373,-5.269,0.02480843,hsa-miR-548al,
hsa-miR-6746-3p,0.739,0.331797,1.054233,-5.269,0.01665096,hsa-miR-6746-3p,
hsa-miR-208b-3p,0.739,0.331987,-1.053784,-5.27,-0.07398662,hsa-miR-208b-3p,
hsa-miR-375,0.739,0.333409,-1.050428,-5.273,-0.13374161,hsa-miR-375,
hsa-miR-4422,0.739,0.333701,-1.049741,-5.274,-0.0321683,hsa-miR-4422,
hsa-miR-6884-5p,0.739,0.33372,-1.049697,-5.274,-0.02721978,hsa-miR-6884-5p,
hsa-miR-665,0.739,0.333729,1.049674,-5.274,0.03968382,hsa-miR-665,
hsa-miR-4521,0.739,0.33383,1.049436,-5.274,0.05050023,hsa-miR-4521,
hsa-miR-580-5p,0.739,0.334183,1.048605,-5.275,0.02871796,hsa-miR-580-5p,
hsa-miR-887-5p,0.739,0.334312,1.048303,-5.275,0.02145645,hsa-miR-887-5p,
hsa-miR-26b-5p,0.739,0.334661,1.047483,-5.276,0.16609178,hsa-miR-26b-5p,
hsa-miR-1825,0.739,0.334753,1.047266,-5.276,0.04260151,hsa-miR-1825,
hsa-miR-448,0.74,0.335365,-1.04583,-5.277,-0.03339571,hsa-miR-448,
hsa-miR-4442,0.74,0.335779,-1.04486,-5.278,-0.34873972,hsa-miR-4442,
hsa-miR-4524a-5p,0.74,0.336202,-1.04387,-5.279,-0.01950929,hsa-miR-4524a-5p,
hsa-miR-4655-5p,0.741,0.336751,-1.042586,-5.28,-0.1741832,hsa-miR-4655-5p,
hsa-miR-181d-5p,0.742,0.337552,1.040715,-5.282,0.06134621,hsa-miR-181d-5p,
hsa-miR-4788,0.742,0.337589,-1.040629,-5.282,-0.57955624,hsa-miR-4788,
hsa-miR-3713,0.743,0.338654,-1.038149,-5.284,-0.0812224,hsa-miR-3713,
hsa-miR-3173-5p,0.743,0.339193,-1.036895,-5.286,-0.02923203,hsa-miR-3173-5p,
hsa-miR-6850-5p,0.743,0.339222,-1.03683,-5.286,-0.42641306,hsa-miR-6850-5p,
hsa-miR-340-3p,0.743,0.339785,-1.035521,-5.287,-0.03557498,hsa-miR-340-3p,
hsa-let-7i-3p,0.743,0.339852,-1.035367,-5.287,-0.04422808,hsa-let-7i-3p,
hsa-miR-3937,0.743,0.340058,-1.034888,-5.287,-0.19426168,hsa-miR-3937,
hsa-miR-199b-5p,0.743,0.341074,1.032535,-5.29,0.5419469,hsa-miR-199b-5p,
hsa-miR-4747-3p,0.743,0.34111,-1.032453,-5.29,-0.02338064,hsa-miR-4747-3p,
hsa-miR-511-3p,0.743,0.341909,1.030606,-5.291,0.11230882,hsa-miR-511-3p,
hsa-miR-518e-5p,0.743,0.342146,1.030058,-5.292,0.50636826,hsa-miR-518e-5p,
hsa-miR-4716-3p,0.743,0.343256,1.027501,-5.294,0.1214035,hsa-miR-4716-3p,
hsa-miR-892a,0.743,0.343276,-1.027456,-5.294,-0.02465842,hsa-miR-892a,
hsa-miR-3907,0.743,0.343419,-1.027127,-5.294,-0.08601984,hsa-miR-3907,
hsa-miR-7856-5p,0.743,0.343457,-1.02704,-5.295,-0.03250327,hsa-miR-7856-5p,
hsa-miR-6861-3p,0.743,0.343868,1.026094,-5.295,0.02531165,hsa-miR-6861-3p,
hsa-miR-7152-5p,0.743,0.344049,-1.025679,-5.296,-0.15742715,hsa-miR-7152-5p,
hsa-miR-205-5p,0.743,0.344159,-1.025426,-5.296,-0.25744492,hsa-miR-205-5p,
hsa-miR-6730-5p,0.743,0.344443,-1.024775,-5.297,-0.05354576,hsa-miR-6730-5p,
hsa-miR-5006-5p,0.743,0.344743,-1.024086,-5.297,-0.1371853,hsa-miR-5006-5p,
